date,temperature,humidite,precipitation,rayonnement_solaire,vitesse_vent,direction_vent
2020-01-02 23:00:00,7.39,85.22,0.0,0.0,2.6,162.4
2020-01-03 00:00:00,8.42,90.24,0.0,0.0,6.8,338.3
2020-01-03 01:00:00,6.38,83.27,0.0,0.0,13.9,196.0
2020-01-03 02:00:00,4.22,81.46,0.0,0.0,5.5,9.2
2020-01-03 03:00:00,4.01,88.48,0.0,0.0,7.0,219.7
2020-01-03 04:00:00,3.48,89.87,0.0,0.0,9.8,15.6
2020-01-03 05:00:00,2.38,89.42,0.0,0.0,6.5,116.7
2020-01-03 06:00:00,2.52,95.0,0.0,-0.0,5.9,130.9
2020-01-03 07:00:00,0.93,95.0,0.0,-59.61,10.6,123.4
2020-01-03 08:00:00,-0.14,95.0,0.0,-115.15,10.5,126.6
2020-01-03 09:00:00,0.03,95.0,0.0,-162.85,2.5,256.5
2020-01-03 10:00:00,0.9,95.0,0.0,-199.45,4.2,231.0
2020-01-03 11:00:00,2.53,95.0,0.0,-222.46,2.5,144.1
2020-01-03 12:00:00,2.01,88.39,0.0,-230.31,9.4,235.3
2020-01-03 13:00:00,1.5,95.0,0.0,-222.46,3.1,339.9
2020-01-03 14:00:00,8.52,82.46,0.0,-199.45,4.6,276.7
2020-01-03 15:00:00,6.29,93.01,0.0,-162.85,4.9,212.6
2020-01-03 16:00:00,8.47,84.12,0.0,-115.15,4.4,273.1
2020-01-03 17:00:00,9.71,83.6,0.0,-59.61,7.0,254.5
2020-01-03 18:00:00,10.18,77.71,0.0,-0.0,3.1,227.5
2020-01-03 19:00:00,9.16,83.13,0.0,0.0,7.9,5.6
2020-01-03 20:00:00,10.52,81.25,0.0,0.0,3.6,215.6
2020-01-03 21:00:00,10.22,79.54,0.0,0.0,3.7,187.8
2020-01-03 22:00:00,8.88,88.68,0.0,0.0,5.4,165.7
2020-01-03 23:00:00,9.05,77.74,0.0,0.0,3.0,16.9
2020-01-04 00:00:00,10.14,70.34,0.0,0.0,9.2,284.8
2020-01-04 01:00:00,6.88,87.76,0.0,0.0,3.4,216.8
2020-01-04 02:00:00,4.86,83.85,0.0,0.0,7.9,47.8
2020-01-04 03:00:00,4.98,95.0,0.0,0.0,6.2,329.0
2020-01-04 04:00:00,4.47,95.0,0.0,0.0,9.9,191.8
2020-01-04 05:00:00,1.17,95.0,0.0,0.0,3.4,287.6
2020-01-04 06:00:00,-0.6,95.0,0.0,-0.0,4.0,39.2
2020-01-04 07:00:00,0.67,90.61,0.0,-63.93,4.1,75.0
2020-01-04 08:00:00,-0.79,95.0,0.0,-123.51,6.5,8.9
2020-01-04 09:00:00,1.94,95.0,0.0,-174.67,7.1,245.5
2020-01-04 10:00:00,0.02,95.0,0.0,-213.93,5.2,117.7
2020-01-04 11:00:00,1.62,95.0,0.0,-238.61,8.4,336.6
2020-01-04 12:00:00,3.42,95.0,0.0,-247.02,6.1,220.5
2020-01-04 13:00:00,4.05,95.0,0.0,-238.61,2.4,271.8
2020-01-04 14:00:00,6.69,89.21,0.0,-213.93,3.5,172.7
2020-01-04 15:00:00,7.77,84.98,0.0,-174.67,9.4,57.0
2020-01-04 16:00:00,8.12,71.94,0.0,-123.51,4.2,201.3
2020-01-04 17:00:00,8.44,88.74,0.0,-63.93,6.3,112.8
2020-01-04 18:00:00,8.86,78.72,0.0,-0.0,3.2,1.0
2020-01-04 19:00:00,9.82,80.21,0.0,0.0,9.0,130.0
2020-01-04 20:00:00,10.01,76.54,0.0,0.0,3.1,95.7
2020-01-04 21:00:00,9.69,77.01,0.0,0.0,7.1,232.3
2020-01-04 22:00:00,9.43,75.04,0.0,0.0,7.5,56.2
2020-01-04 23:00:00,8.67,89.79,0.0,0.0,6.3,69.0
2020-01-05 00:00:00,6.22,75.74,0.0,0.0,2.8,13.1
2020-01-05 01:00:00,7.7,85.94,0.0,0.0,1.8,346.9
2020-01-05 02:00:00,4.6,84.32,0.0,0.0,1.7,300.5
2020-01-05 03:00:00,2.09,93.09,0.0,0.0,10.0,196.1
2020-01-05 04:00:00,3.42,90.57,0.0,0.0,6.1,356.9
2020-01-05 05:00:00,2.68,95.0,0.0,0.0,4.4,149.8
2020-01-05 06:00:00,-1.57,95.0,0.0,-0.0,4.7,213.4
2020-01-05 07:00:00,0.83,95.0,0.0,-68.24,8.7,74.3
2020-01-05 08:00:00,1.02,95.0,0.0,-131.83,4.1,22.8
2020-01-05 09:00:00,0.93,95.0,0.0,-186.44,4.9,22.2
2020-01-05 10:00:00,0.75,95.0,0.0,-228.34,11.6,262.7
2020-01-05 11:00:00,2.82,91.8,0.0,-254.68,6.5,118.2
2020-01-05 12:00:00,0.34,95.0,0.0,-263.67,1.5,89.2
2020-01-05 13:00:00,4.48,92.12,0.0,-254.68,5.5,209.7
2020-01-05 14:00:00,3.7,92.96,0.0,-228.34,4.7,217.9
2020-01-05 15:00:00,7.03,88.3,0.0,-186.44,2.1,111.4
2020-01-05 16:00:00,5.76,87.11,0.0,-131.83,6.2,189.4
2020-01-05 17:00:00,8.52,80.07,0.0,-68.24,4.3,8.5
2020-01-05 18:00:00,10.19,76.16,0.0,-0.0,5.5,42.3
2020-01-05 19:00:00,9.15,87.04,0.0,0.0,9.5,137.9
2020-01-05 20:00:00,9.25,71.58,0.0,0.0,2.5,274.4
2020-01-05 21:00:00,7.96,84.17,0.0,0.0,11.8,199.4
2020-01-05 22:00:00,9.99,85.98,0.0,0.0,3.8,328.1
2020-01-05 23:00:00,10.31,89.63,0.0,0.0,3.6,151.4
2020-01-06 00:00:00,7.44,85.13,0.0,0.0,5.0,150.3
2020-01-06 01:00:00,7.49,83.75,0.0,0.0,6.9,50.7
2020-01-06 02:00:00,5.38,88.75,0.0,0.0,7.5,208.3
2020-01-06 03:00:00,4.32,95.0,0.0,0.0,2.5,326.4
2020-01-06 04:00:00,3.34,95.0,0.0,0.0,5.1,298.7
2020-01-06 05:00:00,0.72,95.0,0.0,0.0,7.5,199.7
2020-01-06 06:00:00,2.4,95.0,0.0,-0.0,2.0,305.7
2020-01-06 07:00:00,0.08,95.0,0.0,-72.53,4.1,77.7
2020-01-06 08:00:00,0.35,95.0,0.0,-140.12,5.8,39.9
2020-01-06 09:00:00,0.35,95.0,0.0,-198.15,2.9,271.2
2020-01-06 10:00:00,0.87,95.0,0.0,-242.69,4.4,344.4
2020-01-06 11:00:00,4.47,85.07,0.0,-270.68,4.9,230.6
2020-01-06 12:00:00,1.76,95.0,0.0,-280.23,6.5,35.2
2020-01-06 13:00:00,5.86,90.21,0.0,-270.68,7.3,314.5
2020-01-06 14:00:00,4.62,86.55,0.0,-242.69,7.3,146.8
2020-01-06 15:00:00,6.93,88.54,0.0,-198.15,9.5,344.7
2020-01-06 16:00:00,8.25,80.17,0.0,-140.12,11.8,294.8
2020-01-06 17:00:00,10.18,78.66,0.0,-72.53,2.9,233.5
2020-01-06 18:00:00,7.16,92.98,0.0,-0.0,2.4,123.0
2020-01-06 19:00:00,9.39,82.54,0.0,0.0,11.2,271.1
2020-01-06 20:00:00,10.09,84.43,0.0,0.0,3.5,141.2
2020-01-06 21:00:00,9.9,89.01,0.0,0.0,2.5,199.7
2020-01-06 22:00:00,10.49,77.19,0.0,0.0,5.9,119.5
2020-01-06 23:00:00,8.49,95.0,0.0,0.0,4.4,91.3
2020-01-07 00:00:00,9.1,89.9,0.0,0.0,1.4,89.8
2020-01-07 01:00:00,6.17,87.43,0.0,0.0,7.9,152.3
2020-01-07 02:00:00,4.47,95.0,0.0,0.0,0.7,316.2
2020-01-07 03:00:00,4.7,92.31,0.0,0.0,6.0,334.4
2020-01-07 04:00:00,0.84,95.0,0.0,0.0,1.6,263.8
2020-01-07 05:00:00,2.34,88.42,0.0,0.0,2.0,277.3
2020-01-07 06:00:00,0.71,95.0,0.0,-0.0,8.6,44.5
2020-01-07 07:00:00,0.4,95.0,0.0,-76.79,4.9,67.9
2020-01-07 08:00:00,1.35,94.05,0.0,-148.36,7.7,5.3
2020-01-07 09:00:00,-0.63,95.0,0.0,-209.81,9.9,214.1
2020-01-07 10:00:00,3.01,95.0,0.0,-256.96,9.9,273.4
2020-01-07 11:00:00,1.29,95.0,0.0,-286.6,4.0,267.1
2020-01-07 12:00:00,3.76,89.89,0.0,-296.71,7.4,225.3
2020-01-07 13:00:00,3.28,86.5,0.0,-286.6,6.5,113.3
2020-01-07 14:00:00,5.56,87.74,0.0,-256.96,2.7,305.0
2020-01-07 15:00:00,5.4,82.28,0.0,-209.81,7.3,327.2
2020-01-07 16:00:00,6.16,87.31,0.0,-148.36,4.4,57.9
2020-01-07 17:00:00,11.41,73.73,0.0,-76.79,5.0,270.7
2020-01-07 18:00:00,9.22,81.05,0.0,-0.0,7.2,72.7
2020-01-07 19:00:00,10.03,85.46,0.0,0.0,4.6,9.7
2020-01-07 20:00:00,10.86,69.14,0.0,0.0,8.0,270.8
2020-01-07 21:00:00,9.09,83.54,0.0,0.0,4.0,252.1
2020-01-07 22:00:00,9.23,87.27,0.0,0.0,7.7,96.3
2020-01-07 23:00:00,9.3,83.07,0.0,0.0,10.8,294.3
2020-01-08 00:00:00,8.01,77.79,0.0,0.0,6.1,54.6
2020-01-08 01:00:00,6.99,83.97,0.0,0.0,8.1,193.8
2020-01-08 02:00:00,4.38,90.22,0.0,0.0,4.6,55.6
2020-01-08 03:00:00,4.71,95.0,0.0,0.0,4.1,235.5
2020-01-08 04:00:00,2.26,91.13,0.0,0.0,7.2,280.3
2020-01-08 05:00:00,2.56,90.52,0.0,0.0,5.9,134.8
2020-01-08 06:00:00,2.58,95.0,0.0,-0.0,6.5,274.6
2020-01-08 07:00:00,0.47,95.0,0.0,-81.04,7.1,169.3
2020-01-08 08:00:00,1.23,91.6,0.0,-156.55,11.7,168.8
2020-01-08 09:00:00,-0.42,95.0,0.0,-221.4,8.5,74.0
2020-01-08 10:00:00,3.09,95.0,0.0,-271.16,1.0,264.3
2020-01-08 11:00:00,2.91,95.0,0.0,-302.44,7.1,346.6
2020-01-08 12:00:00,3.17,95.0,0.0,-313.11,10.7,92.4
2020-01-08 13:00:00,4.7,91.07,0.0,-302.44,10.8,195.2
2020-01-08 14:00:00,5.58,92.6,0.0,-271.16,5.7,45.8
2020-01-08 15:00:00,8.13,82.18,0.0,-221.4,5.1,38.7
2020-01-08 16:00:00,8.95,84.5,0.0,-156.55,6.3,215.8
2020-01-08 17:00:00,10.34,78.49,0.0,-81.04,5.6,184.0
2020-01-08 18:00:00,9.7,80.87,0.0,-0.0,5.7,118.0
2020-01-08 19:00:00,9.77,84.76,0.0,0.0,7.0,248.1
2020-01-08 20:00:00,10.49,84.61,0.0,0.0,5.6,328.4
2020-01-08 21:00:00,9.1,85.94,0.0,0.0,11.1,97.2
2020-01-08 22:00:00,8.46,80.01,0.0,0.0,1.4,246.3
2020-01-08 23:00:00,10.65,74.65,0.0,0.0,4.7,302.9
2020-01-09 00:00:00,8.23,84.54,0.0,0.0,7.5,54.6
2020-01-09 01:00:00,5.89,87.69,0.0,0.0,6.9,301.3
2020-01-09 02:00:00,4.46,83.7,0.0,0.0,1.6,34.4
2020-01-09 03:00:00,3.8,92.56,0.0,0.0,2.8,121.7
2020-01-09 04:00:00,2.38,93.64,0.0,0.0,1.7,103.2
2020-01-09 05:00:00,3.1,91.25,0.0,0.0,6.0,25.4
2020-01-09 06:00:00,1.23,95.0,0.0,-0.0,7.2,206.1
2020-01-09 07:00:00,1.19,91.93,0.0,-85.26,6.8,25.1
2020-01-09 08:00:00,1.03,95.0,0.0,-164.7,7.9,172.1
2020-01-09 09:00:00,1.09,93.76,0.0,-232.93,4.5,114.9
2020-01-09 10:00:00,2.42,89.45,0.0,-285.28,5.2,280.6
2020-01-09 11:00:00,1.18,92.95,0.0,-318.18,2.3,43.2
2020-01-09 12:00:00,2.18,88.71,0.0,-329.41,2.8,10.2
2020-01-09 13:00:00,5.14,85.15,0.0,-318.18,5.2,255.9
2020-01-09 14:00:00,5.45,90.22,0.0,-285.28,5.5,47.7
2020-01-09 15:00:00,7.24,87.99,0.0,-232.93,1.5,80.4
2020-01-09 16:00:00,9.74,74.71,0.0,-164.7,3.0,357.5
2020-01-09 17:00:00,9.47,78.71,0.0,-85.26,3.4,183.1
2020-01-09 18:00:00,9.66,81.92,0.0,-0.0,3.5,156.1
2020-01-09 19:00:00,10.72,80.57,0.0,0.0,1.6,137.0
2020-01-09 20:00:00,10.46,82.53,0.0,0.0,3.2,21.1
2020-01-09 21:00:00,9.33,81.12,0.0,0.0,2.8,103.9
2020-01-09 22:00:00,10.38,83.08,0.0,0.0,8.5,88.2
2020-01-09 23:00:00,9.3,78.2,0.0,0.0,4.1,223.4
2020-01-10 00:00:00,8.82,84.33,0.0,0.0,7.3,234.8
2020-01-10 01:00:00,7.76,88.55,0.0,0.0,10.4,277.2
2020-01-10 02:00:00,7.03,83.25,0.0,0.0,10.3,64.2
2020-01-10 03:00:00,3.61,95.0,0.0,0.0,6.5,86.4
2020-01-10 04:00:00,2.97,95.0,0.0,0.0,4.5,178.0
2020-01-10 05:00:00,0.86,95.0,0.0,0.0,13.7,174.6
2020-01-10 06:00:00,1.86,94.73,0.0,-0.0,5.0,343.7
2020-01-10 07:00:00,1.43,95.0,0.0,-89.45,1.1,67.0
2020-01-10 08:00:00,0.24,95.0,0.0,-172.81,4.5,213.4
2020-01-10 09:00:00,1.07,95.0,0.0,-244.38,5.7,292.7
2020-01-10 10:00:00,2.33,95.0,0.0,-299.31,9.1,110.4
2020-01-10 11:00:00,0.77,95.0,0.0,-333.84,5.6,359.4
2020-01-10 12:00:00,2.52,90.75,0.0,-345.61,5.5,61.8
2020-01-10 13:00:00,5.87,78.67,0.0,-333.84,8.1,166.6
2020-01-10 14:00:00,7.95,87.01,0.0,-299.31,1.2,269.5
2020-01-10 15:00:00,7.22,92.73,0.0,-244.38,9.4,249.1
2020-01-10 16:00:00,9.91,75.35,0.0,-172.81,4.0,133.5
2020-01-10 17:00:00,10.45,70.75,0.0,-89.45,7.2,268.3
2020-01-10 18:00:00,9.42,79.37,0.0,-0.0,5.0,319.6
2020-01-10 19:00:00,9.24,85.43,0.0,0.0,7.9,337.1
2020-01-10 20:00:00,11.16,84.34,0.0,0.0,7.9,54.1
2020-01-10 21:00:00,10.68,75.42,0.0,0.0,6.6,280.2
2020-01-10 22:00:00,11.91,78.01,0.0,0.0,6.4,117.7
2020-01-10 23:00:00,9.71,83.32,0.0,0.0,6.7,253.3
2020-01-11 00:00:00,9.71,76.43,0.0,0.0,11.3,303.5
2020-01-11 01:00:00,7.3,90.95,0.0,0.0,5.0,273.5
2020-01-11 02:00:00,6.08,79.47,0.0,0.0,3.0,208.9
2020-01-11 03:00:00,4.46,94.24,0.0,0.0,1.9,140.6
2020-01-11 04:00:00,3.31,91.49,0.0,0.0,10.0,330.4
2020-01-11 05:00:00,3.49,93.99,0.0,0.0,3.4,51.7
2020-01-11 06:00:00,1.65,92.04,0.0,-0.0,5.7,42.6
2020-01-11 07:00:00,1.18,95.0,0.0,-93.62,6.8,92.9
2020-01-11 08:00:00,1.41,95.0,0.0,-180.86,0.8,4.2
2020-01-11 09:00:00,1.0,92.06,0.0,-255.77,10.3,15.5
2020-01-11 10:00:00,1.04,82.33,0.0,-313.25,8.3,121.1
2020-01-11 11:00:00,2.57,95.0,0.0,-349.39,5.5,343.9
2020-01-11 12:00:00,4.05,93.66,0.0,-361.71,3.6,147.5
2020-01-11 13:00:00,3.21,95.0,0.0,-349.39,3.1,105.2
2020-01-11 14:00:00,6.15,71.76,0.0,-313.25,3.4,323.2
2020-01-11 15:00:00,7.79,95.0,0.0,-255.77,5.4,64.8
2020-01-11 16:00:00,6.53,88.79,0.0,-180.86,6.6,221.5
2020-01-11 17:00:00,7.8,81.88,0.0,-93.62,3.6,116.0
2020-01-11 18:00:00,10.72,82.52,0.0,-0.0,3.6,329.4
2020-01-11 19:00:00,11.22,73.9,0.0,0.0,15.7,98.3
2020-01-11 20:00:00,10.23,83.02,0.0,0.0,3.2,261.5
2020-01-11 21:00:00,11.47,78.73,0.0,0.0,3.3,234.0
2020-01-11 22:00:00,10.38,78.17,0.0,0.0,4.2,75.7
2020-01-11 23:00:00,8.6,81.46,0.0,0.0,5.8,168.3
2020-01-12 00:00:00,9.52,73.44,0.0,0.0,1.4,331.7
2020-01-12 01:00:00,6.49,83.43,0.0,0.0,2.4,174.5
2020-01-12 02:00:00,6.9,83.02,0.0,0.0,6.3,117.9
2020-01-12 03:00:00,4.44,92.02,0.0,0.0,8.2,195.4
2020-01-12 04:00:00,3.36,89.4,0.0,0.0,1.7,198.0
2020-01-12 05:00:00,4.49,92.42,0.0,0.0,5.3,132.3
2020-01-12 06:00:00,0.54,95.0,0.0,-0.0,7.5,172.0
2020-01-12 07:00:00,0.78,95.0,0.0,-97.76,6.4,31.3
2020-01-12 08:00:00,2.24,88.5,0.0,-188.85,10.5,143.9
2020-01-12 09:00:00,1.81,95.0,0.0,-267.08,8.1,209.4
2020-01-12 10:00:00,1.95,95.0,0.0,-327.1,6.8,34.9
2020-01-12 11:00:00,1.97,95.0,0.0,-364.84,4.1,351.5
2020-01-12 12:00:00,1.94,95.0,0.0,-377.71,6.4,276.7
2020-01-12 13:00:00,4.02,84.73,0.0,-364.84,5.5,116.8
2020-01-12 14:00:00,5.49,95.0,0.0,-327.1,8.8,19.2
2020-01-12 15:00:00,8.13,84.7,0.0,-267.08,2.8,200.0
2020-01-12 16:00:00,6.65,84.39,0.0,-188.85,8.2,205.6
2020-01-12 17:00:00,10.83,80.24,0.0,-97.76,7.6,183.0
2020-01-12 18:00:00,11.47,67.61,0.0,-0.0,3.6,98.8
2020-01-12 19:00:00,9.94,84.16,0.0,0.0,2.8,64.1
2020-01-12 20:00:00,12.49,73.55,0.0,0.0,4.3,258.4
2020-01-12 21:00:00,9.77,78.25,0.0,0.0,4.8,205.4
2020-01-12 22:00:00,10.39,77.04,0.0,0.0,7.0,172.1
2020-01-12 23:00:00,10.14,77.75,0.0,0.0,10.2,107.8
2020-01-13 00:00:00,8.13,89.59,0.0,0.0,6.2,1.7
2020-01-13 01:00:00,7.59,85.13,0.0,0.0,8.7,152.8
2020-01-13 02:00:00,5.77,91.1,0.0,0.0,3.7,164.3
2020-01-13 03:00:00,4.18,81.96,0.0,0.0,2.8,116.9
2020-01-13 04:00:00,4.99,94.42,0.0,0.0,2.7,261.5
2020-01-13 05:00:00,2.27,92.73,0.0,0.0,5.1,141.0
2020-01-13 06:00:00,1.4,88.85,0.0,-0.0,5.7,92.0
2020-01-13 07:00:00,1.92,95.0,0.0,-101.87,7.9,109.4
2020-01-13 08:00:00,1.47,90.13,0.0,-196.8,4.5,281.9
2020-01-13 09:00:00,-0.12,95.0,0.0,-278.31,1.6,74.1
2020-01-13 10:00:00,1.51,95.0,0.0,-340.86,9.1,145.8
2020-01-13 11:00:00,1.88,95.0,0.0,-380.18,6.1,102.7
2020-01-13 12:00:00,3.27,95.0,0.0,-393.59,7.1,132.3
2020-01-13 13:00:00,4.92,89.67,0.0,-380.18,3.2,277.2
2020-01-13 14:00:00,5.9,87.71,0.0,-340.86,5.3,135.6
2020-01-13 15:00:00,6.49,84.78,0.0,-278.31,2.4,23.1
2020-01-13 16:00:00,8.49,89.45,0.0,-196.8,9.8,69.5
2020-01-13 17:00:00,8.49,73.36,0.0,-101.87,3.2,300.3
2020-01-13 18:00:00,9.9,77.01,0.0,-0.0,7.1,176.0
2020-01-13 19:00:00,10.98,77.79,0.0,0.0,2.6,265.0
2020-01-13 20:00:00,9.63,92.25,0.0,0.0,6.0,252.1
2020-01-13 21:00:00,12.45,78.22,0.0,0.0,3.2,82.6
2020-01-13 22:00:00,10.4,67.77,0.0,0.0,2.4,206.3
2020-01-13 23:00:00,8.34,81.56,0.0,0.0,8.2,9.8
2020-01-14 00:00:00,8.94,82.98,0.0,0.0,9.7,340.0
2020-01-14 01:00:00,8.23,83.82,0.0,0.0,3.1,255.3
2020-01-14 02:00:00,5.3,91.26,0.0,0.0,2.3,290.4
2020-01-14 03:00:00,3.61,94.37,0.0,0.0,3.3,266.9
2020-01-14 04:00:00,3.11,87.07,0.0,0.0,8.3,155.4
2020-01-14 05:00:00,2.73,95.0,0.0,0.0,9.1,11.5
2020-01-14 06:00:00,1.63,91.95,0.0,-0.0,6.1,39.0
2020-01-14 07:00:00,1.41,92.75,0.0,-105.95,3.5,83.6
2020-01-14 08:00:00,-0.93,95.0,0.0,-204.68,2.2,161.0
2020-01-14 09:00:00,1.46,95.0,0.0,-289.46,3.0,284.8
2020-01-14 10:00:00,0.1,95.0,0.0,-354.51,10.3,272.7
2020-01-14 11:00:00,2.93,94.93,0.0,-395.41,4.1,159.0
2020-01-14 12:00:00,1.45,90.66,0.0,-409.36,6.2,60.6
2020-01-14 13:00:00,4.5,95.0,0.0,-395.41,1.7,312.2
2020-01-14 14:00:00,5.9,88.34,0.0,-354.51,5.4,265.4
2020-01-14 15:00:00,5.49,81.9,0.0,-289.46,7.3,162.5
2020-01-14 16:00:00,7.12,92.23,0.0,-204.68,5.5,105.1
2020-01-14 17:00:00,9.03,73.73,0.0,-105.95,4.3,320.4
2020-01-14 18:00:00,10.46,76.69,0.0,-0.0,4.4,120.0
2020-01-14 19:00:00,12.04,64.2,0.0,0.0,2.8,288.6
2020-01-14 20:00:00,13.48,72.23,0.0,0.0,4.6,223.6
2020-01-14 21:00:00,11.0,76.03,0.0,0.0,4.9,267.6
2020-01-14 22:00:00,8.92,78.34,0.0,0.0,2.4,321.8
2020-01-14 23:00:00,11.72,82.24,0.0,0.0,2.9,159.1
2020-01-15 00:00:00,8.86,68.06,0.0,0.0,2.7,291.6
2020-01-15 01:00:00,7.67,80.25,0.0,0.0,6.0,287.1
2020-01-15 02:00:00,3.39,86.43,0.0,0.0,5.6,81.4
2020-01-15 03:00:00,4.66,87.51,0.0,0.0,5.5,21.0
2020-01-15 04:00:00,4.77,82.82,0.0,0.0,4.4,137.7
2020-01-15 05:00:00,2.29,95.0,0.0,0.0,3.0,44.7
2020-01-15 06:00:00,1.1,95.0,0.0,-0.0,5.5,263.1
2020-01-15 07:00:00,0.65,95.0,0.0,-110.0,6.2,214.7
2020-01-15 08:00:00,0.97,89.44,0.0,-212.5,1.6,51.2
2020-01-15 09:00:00,0.65,95.0,0.0,-300.52,6.9,142.9
2020-01-15 10:00:00,0.15,95.0,0.0,-368.06,7.0,112.6
2020-01-15 11:00:00,1.61,92.35,0.0,-410.52,9.1,125.7
2020-01-15 12:00:00,5.37,82.43,0.0,-425.0,9.1,68.3
2020-01-15 13:00:00,5.8,92.7,0.0,-410.52,1.7,338.0
2020-01-15 14:00:00,5.64,87.02,0.0,-368.06,8.8,276.7
2020-01-15 15:00:00,6.6,95.0,0.0,-300.52,1.0,275.6
2020-01-15 16:00:00,7.06,90.94,0.0,-212.5,2.3,160.8
2020-01-15 17:00:00,10.01,82.46,0.0,-110.0,8.6,335.1
2020-01-15 18:00:00,10.08,85.2,0.0,-0.0,7.4,295.6
2020-01-15 19:00:00,11.07,78.89,0.0,0.0,6.4,170.5
2020-01-15 20:00:00,9.31,78.75,0.0,0.0,3.5,135.3
2020-01-15 21:00:00,9.2,80.14,0.0,0.0,10.4,325.4
2020-01-15 22:00:00,8.12,84.22,0.0,0.0,2.5,353.2
2020-01-15 23:00:00,8.83,72.89,0.0,0.0,2.8,288.2
2020-01-16 00:00:00,7.72,91.66,0.0,0.0,1.6,262.6
2020-01-16 01:00:00,7.9,81.34,0.0,0.0,8.2,317.2
2020-01-16 02:00:00,7.67,74.3,0.0,0.0,5.5,322.0
2020-01-16 03:00:00,5.54,85.37,0.0,0.0,9.3,192.8
2020-01-16 04:00:00,1.86,95.0,0.0,0.0,3.9,169.9
2020-01-16 05:00:00,2.52,94.02,0.0,0.0,5.2,322.7
2020-01-16 06:00:00,1.2,95.0,0.0,-0.0,1.8,309.4
2020-01-16 07:00:00,2.36,95.0,0.0,-114.01,6.7,18.8
2020-01-16 08:00:00,1.17,95.0,0.0,-220.26,5.0,69.6
2020-01-16 09:00:00,1.09,95.0,0.0,-311.49,6.7,16.0
